Date,High,Low,Open,Close,Volume,Adj Close
2015-11-23,0.13819426943531,0.15155353821228626,0.14393170173499742,0.1432338642309865,3587980000.0,0.1432338642309865
2015-11-24,0.137366032345352,0.14535271035778288,0.14112627186453341,0.1446521322261953,3884930000.0,0.1446521322261953
2015-11-25,0.1367433956472157,0.15429655041529458,0.14386993533538361,0.1445020761045268,2852940000.0,0.1445020761045268
2015-11-26,0.1367433956472157,0.15429655041529458,0.14386993533538361,0.1445020761045268,2852940000.0,0.1445020761045268
2015-11-27,0.1369046189247627,0.15308420776053427,0.14360008479840353,0.1451917910746212,1466840000.0,0.1451917910746212
2015-11-28,0.1369046189247627,0.15308420776053427,0.14360008479840353,0.1451917910746212,1466840000.0,0.1451917910746212
2015-11-29,0.1369046189247627,0.15308420776053427,0.14360008479840353,0.1451917910746212,1466840000.0,0.1451917910746212
2015-11-30,0.137193680861779,0.15100608142117286,0.14479752939891874,0.1397962889695239,4275030000.0,0.1397962889695239
2015-12-01,0.1425078063686722,0.15241386642313437,0.14028858222710272,0.1521556172965956,3712120000.0,0.1521556172965956
2015-12-02,0.1430080328005227,0.14916267684003418,0.15084693057710602,0.1392957397709084,3950640000.0,0.1392957397709084
2015-12-03,0.1322964559513713,0.12974425898334097,0.13904048917890413,0.1226702004770154,4306490000.0,0.1226702004770154
2015-12-04,0.137210373170818,0.13471058132096247,0.12247213288780062,0.1460705360187992,4214910000.0,0.1460705360187992
2015-12-05,0.137210373170818,0.13471058132096247,0.12247213288780062,0.1460705360187992,4214910000.0,0.1460705360187992
2015-12-06,0.137210373170818,0.13471058132096247,0.12247213288780062,0.1460705360187992,4214910000.0,0.1460705360187992
2015-12-07,0.1353092141681604,0.14339187670411108,0.14449954083544814,0.1379385806035284,4043820000.0,0.1379385806035284
2015-12-08,0.12609858803422,0.13531395671804428,0.13492506260196152,0.1304406632263302,4173570000.0,0.1304406632263302
2015-12-09,0.1297005983310675,0.12649300120681897,0.12805485460223842,0.1215576803170435,4385250000.0,0.1215576803170435
2015-12-10,0.1226521012020769,0.13159898367251727,0.12061124852609903,0.1241218746314374,3715150000.0,0.1241218746314374
2015-12-11,0.1113235874676314,0.11100191071148847,0.12024016972308522,0.101950709212081,4301060000.0,0.101950709212081
2015-12-12,0.1113235874676314,0.11100191071148847,0.12024016972308522,0.101950709212081,4301060000.0,0.101950709212081
2015-12-13,0.1113235874676314,0.11100191071148847,0.12024016972308522,0.101950709212081,4301060000.0,0.101950709212081
2015-12-14,0.0977882283393878,0.10232061532834018,0.10118118631155013,0.1072737634068525,4612440000.0,0.1072737634068525
2015-12-15,0.1149923670006349,0.12035913929263367,0.10802895251941352,0.1192159900346438,4353540000.0,0.1192159900346438
2015-12-16,0.1276938570809926,0.12978899386811557,0.11980725589112473,0.1357136760809796,4635450000.0,0.1357136760809796
2015-12-17,0.1274993848951973,0.12935882976269167,0.13513314673932772,0.1183705154522836,4327390000.0,0.1183705154522836
2015-12-18,0.1077327053768097,0.10906337630678198,0.11660830542578693,0.0981572768765621,6683070000.0,0.0981572768765621
2015-12-19,0.1077327053768097,0.10906337630678198,0.11660830542578693,0.0981572768765621,6683070000.0,0.0981572768765621
2015-12-20,0.1077327053768097,0.10906337630678198,0.11660830542578693,0.0981572768765621,6683070000.0,0.0981572768765621
2015-12-21,0.097777100133362,0.10939861516890367,0.09943834440244403,0.1068343909347633,3760280000.0,0.1068343909347633
2015-12-22,0.1088054915796798,0.11753238556751697,0.10667963120518123,0.1167463107072919,3520860000.0,0.1167463107072919
2015-12-23,0.121029011640239,0.12966044926781056,0.11738971901023593,0.1308299943582971,3484090000.0,0.1308299943582971
2015-12-24,0.1224910136343593,0.13889479330266957,0.12937610651931303,0.1289944209677154,1411860000.0,0.1289944209677154
2015-12-25,0.1224910136343593,0.13889479330266957,0.12937610651931303,0.1289944209677154,1411860000.0,0.1289944209677154
2015-12-26,0.1224910136343593,0.13889479330266957,0.12937610651931303,0.1289944209677154,1411860000.0,0.1289944209677154
2015-12-27,0.1224910136343593,0.13889479330266957,0.12937610651931303,0.1289944209677154,1411860000.0,0.1289944209677154
2015-12-28,0.1171601958184271,0.13077773029242507,0.12614339042218622,0.1264969710730499,2492510000.0,0.1264969710730499
2015-12-29,0.1303843044525172,0.13990596536278807,0.12770072724445192,0.1386561340396337,2542000000.0,0.1386561340396337
2015-12-30,0.1280385600481388,0.14070478310707107,0.13714590781474653,0.1303127420800751,2367430000.0,0.1303127420800751
2015-12-31,0.1198116944688607,0.13045374334491877,0.12772886527094274,0.1195107382808715,2655330000.0,0.1195107382808715
2016-01-01,0.1198116944688607,0.13045374334491877,0.12772886527094274,0.1195107382808715,2655330000.0,0.1195107382808715
2016-01-02,0.1198116944688607,0.13045374334491877,0.12772886527094274,0.1195107382808715,2655330000.0,0.1195107382808715
2016-01-03,0.1198116944688607,0.13045374334491877,0.12772886527094274,0.1195107382808715,2655330000.0,0.1195107382808715
2016-01-04,0.1062818315887155,0.10032070684391217,0.11514087302962593,0.1021120365175491,4304880000.0,0.1021120365175491
2016-01-05,0.0972434212285184,0.10841540241176957,0.10141171224077583,0.1043647116074113,3706620000.0,0.1043647116074113
2016-01-06,0.0915569079492439,0.09438235547035018,0.10024789601338363,0.0896525576115356,4336660000.0,0.0896525576115356
2016-01-07,0.0768875574849874,0.07191378223835508,0.08541112642079011,0.0634153465858464,5076590000.0,0.0634153465858464
2016-01-08,0.0630353837595774,0.06053427773039469,0.06328811781240691,0.051701259581949,4664940000.0,0.051701259581949
2016-01-09,0.0630353837595774,0.06053427773039469,0.06328811781240691,0.051701259581949,4664940000.0,0.051701259581949
2016-01-10,0.0630353837595774,0.06053427773039469,0.06328811781240691,0.051701259581949,4664940000.0,0.051701259581949
2016-01-11,0.0492776640755587,0.05083628661995269,0.05212823335949701,0.0526134785840377,4607290000.0,0.0526134785840377
2016-01-12,0.0557979785478042,0.058238273408022886,0.05308959305482112,0.0609624382367983,4887260000.0,0.0609624382367983
2016-01-13,0.057437760418681,0.042629890227002996,0.06012286434952521,0.034041079934217,5087030000.0,0.034041079934217
2016-01-14,0.0486217106142592,0.03845127010589269,0.03276570240852571,0.0515955413098052,5241110000.0,0.0515955413098052
2016-01-15,0.038732874606967,0.026663900741473893,0.04682098978733751,0.0285065891951581,5468460000.0,0.0285065891951581
2016-01-16,0.038732874606967,0.026663900741473893,0.04682098978733751,0.0285065891951581,5468460000.0,0.0285065891951581
2016-01-17,0.038732874606967,0.026663900741473893,0.04682098978733751,0.0285065891951581,5468460000.0,0.0285065891951581
2016-01-18,0.038732874606967,0.026663900741473893,0.04682098978733751,0.0285065891951581,5468460000.0,0.0285065891951581
2016-01-19,0.030261392059862,0.030445907920740794,0.031067812712472106,0.0290628153257952,4928350000.0,0.0290628153257952
2016-01-20,0.0162202423967547,0.0012234581825320999,0.024051424233662407,0.0168258404517762,6416070000.0,0.0168258404517762
2016-01-21,0.0238189071748835,0.021719945846239798,0.015775618866725002,0.0221990038853672,5078810000.0,0.0221990038853672
2016-01-22,0.034380388952514,0.03759653375564159,0.024737305786708606,0.0432855555094597,4901760000.0,0.0432855555094597
2016-01-23,0.034380388952514,0.03759653375564159,0.024737305786708606,0.0432855555094597,4901760000.0,0.0432855555094597
2016-01-24,0.034380388952514,0.03759653375564159,0.024737305786708606,0.0432855555094597,4901760000.0,0.0432855555094597
2016-01-25,0.0329518394313865,0.03679764781793679,0.04097397651188521,0.026698854270587,4401380000.0,0.026698854270587
2016-01-26,0.0332019526473119,0.03837305225095929,0.025518788000490508,0.0414666851984846,4357940000.0,0.0414666851984846
2016-01-27,0.0389051582356254,0.03497088243174469,0.03886005579976531,0.0299638989414796,4754040000.0,0.0299638989414796
2016-01-28,0.0311063214588589,0.035501631834489795,0.029133769481894507,0.0357542319730486,4693010000.0,0.0357542319730486
2016-01-29,0.0518290767266733,0.046869952621256296,0.034070002880373006,0.0618301156932699,5497570000.0,0.0618301156932699
2016-01-30,0.0518290767266733,0.046869952621256296,0.034070002880373006,0.0618301156932699,5497570000.0,0.0618301156932699
2016-01-31,0.0518290767266733,0.046869952621256296,0.034070002880373006,0.0618301156932699,5497570000.0,0.0618301156932699
2016-02-01,0.0556978925484852,0.06156222537230378,0.058211331540140215,0.0613517693687655,4322530000.0,0.0613517693687655
2016-02-02,0.0490608676227966,0.048707901728641985,0.05726685466071062,0.0411329630998418,4463190000.0,0.0411329630998418
2016-02-03,0.039472153903632,0.03470833775738149,0.04141807692510931,0.0464171113408953,5172950000.0,0.0464171113408953
2016-02-04,0.0446639369991541,0.050512299672446484,0.04400430470627701,0.0480412481871896,5193320000.0,0.0480412481871896
2016-02-05,0.0367261333568924,0.034942991322182496,0.04479134589602401,0.0283508974815898,4929940000.0,0.0283508974815898
2016-02-06,0.0367261333568924,0.034942991322182496,0.04479134589602401,0.0283508974815898,4929940000.0,0.0283508974815898
2016-02-07,0.0367261333568924,0.034942991322182496,0.04479134589602401,0.0283508974815898,4929940000.0,0.0283508974815898
2016-02-08,0.0145915208769893,0.010256631622749198,0.022404114355959202,0.0135496603944791,5636460000.0,0.0135496603944791
2016-02-09,0.0118121835670865,0.013876611231551997,0.008466869429742901,0.0128655131175869,5183220000.0,0.0128655131175869
2016-02-10,0.0192330006135439,0.022468505038573297,0.013324384983380103,0.0126708475516035,4471170000.0,0.0126708475516035
2016-02-11,0.0,0.0,0.007646062608206802,0.0,5500800000.0,0.0
2016-02-12,0.0098833397591937,0.013016351214125896,0.0,0.0198573136029676,4696920000.0,0.0198573136029676
2016-02-13,0.0098833397591937,0.013016351214125896,0.0,0.0198573136029676,4696920000.0,0.0198573136029676
2016-02-14,0.0098833397591937,0.013016351214125896,0.0,0.0198573136029676,4696920000.0,0.0198573136029676
2016-02-15,0.0098833397591937,0.013016351214125896,0.0,0.0198573136029676,4696920000.0,0.0198573136029676
2016-02-16,0.0271096669775778,0.034266989930763894,0.021386478607653404,0.0369890376873758,4570670000.0,0.0369890376873758
2016-02-17,0.0465150190746948,0.04955145435769948,0.03676864550883801,0.0543655365765871,5011540000.0,0.0543655365765871
2016-02-18,0.0461369993443856,0.05865166193165629,0.052943412575734816,0.0493650690940541,4436490000.0,0.0493650690940541
2016-02-19,0.0399001827061433,0.05143407015643769,0.046854686789793605,0.0493372985267408,4142850000.0,0.0493372985267408
2016-02-20,0.0399001827061433,0.05143407015643769,0.046854686789793605,0.0493372985267408,4142850000.0,0.0493372985267408
2016-02-21,0.0399001827061433,0.05143407015643769,0.046854686789793605,0.0493372985267408,4142850000.0,0.0493372985267408
2016-02-22,0.055419958817495,0.06387493708304419,0.051183687850734315,0.0647558705723174,4054710000.0,0.0647558705723174
2016-02-23,0.0530186412379014,0.06108173452150819,0.061269797761022815,0.051278522290769,3890650000.0,0.051278522290769
2016-02-24,0.0472931792375359,0.04519403108433479,0.047315738648245016,0.0560231474807919,4317250000.0,0.0560231474807919
2016-02-25,0.0582715616116518,0.06441687020698268,0.055360949456623815,0.0682044454227892,4118210000.0,0.0682044454227892
2016-02-26,0.0644583691776918,0.07579637471494298,0.06833676605818281,0.0661742743649214,4348510000.0,0.0661742743649214
2016-02-27,0.0644583691776918,0.07579637471494298,0.06833676605818281,0.0661742743649214,4348510000.0,0.0661742743649214
2016-02-28,0.0644583691776918,0.07579637471494298,0.06833676605818281,0.0661742743649214,4348510000.0,0.0661742743649214
2016-02-29,0.0618513833513623,0.06799218312443299,0.06394030236299691,0.0573747389549696,4588180000.0,0.0573747389549696
2016-03-01,0.0730131775601623,0.07094175320241429,0.058295676990279814,0.0830278853840107,4819750000.0,0.0830278853840107
2016-03-02,0.0775490750492999,0.08865629021920159,0.08050865865410041,0.087533303462433,4666610000.0,0.087533303462433
2016-03-03,0.081540165427568,0.09344380940456838,0.08556856211047241,0.0913991158095803,5081700000.0,0.0913991158095803
2016-03-04,0.0901227943251032,0.09869504385894018,0.09029678000091822,0.0950646269988442,6049930000.0,0.0950646269988442
2016-03-05,0.0901227943251032,0.09869504385894018,0.09029678000091822,0.0950646269988442,6049930000.0,0.0950646269988442
